X_ER,X_ER membrane,X_ER membrane-associated,ERGIC,Golgi,Golgi membrane,Golgi membrane-associated,Cis Golgi,Trans Golgi,Lysosome,Mitochondria,Plasma Membrane,Endosome,Peroxisome,Nucleus,Cytosol,ER,ER Lumen,ER high curvature ,ER high sheet,ER Membrane,ER Membrane-associated,ER Receptors
,,,,,,,,,,,,,,SYCE2,KAT14,,,,,,,
,,,,,,,,,,,,,,SYCE3,PSTPIP2,,,,,,,
,,,,,,,,,,,,,,SYCP1,UNKL,,,,,,,
,,,,,,,,,,,,,,SYCP2,COPS7B,,,,,,,
,,,,,,,,,,,,,,SYCP2L,COPS7B,,,,,,,
,,,,,,,,,,,,,,SYCP3,LITAF,,,,,,,
,,,,,,,,,,,,,,SYF2,TBC1D17,,,,,,,
,,,,,,,,,,,,,,SYNE4,C16orf70,,,,,,,
,,,,,,,,,,,,,,TADA1,NEK6,,,,,,,
,,,,,,,,,,,,,,TADA2A,AGO4,,,,,,,
,,,,,,,,,,,,,,TADA2B,SHARPIN,,,,,,,
,,,,,,,,,,,,,,TADA3,BRMS1,,,,,,,
,,,,,,,,,,,,,,TAF1,PAAT,,,,,,,
,,,,,,,,,,,,,,TAF10,RIC8A,,,,,,,
,,,,,,,,,,,,,,TAF11,PLCB1,,,,,,,
,,,,,,,,,,,,,,TAF12,IFT46,,,,,,,
,,,,,,,,,,,,,,TAF13,GPHN,,,,,,,
,,,,,,,,,,,,,,TAF1A,BIN3,,,,,,,
,,,,,,,,,,,,,,TAF1B,PRMT8,,,,,,,
,,,,,,,,,,,,,,TAF1C,SPHK2,,,,,,,
,,,,,,,,,,,,,,TAF1D,SH2B1,,,,,,,
,,,,,,,,,,,,,,TAF1L,SMYD2,,,,,,,
,,,,,,,,,,,,,,TAF2,BRWD1,,,,,,,
,,,,,,,,,,,,,,TAF3,KLC4,,,,,,,
,,,,,,,,,,,,,,TAF4,RABAC1,,,,,,,
,,,,,,,,,,,,,,TAF5,JPT1,,,,,,,
,,,,,,,,,,,,,,TAF5L,IKZF3,,,,,,,
,,,,,,,,,,,,,,TAF6,TBC1D13,,,,,,,
,,,,,,,,,,,,,,TAF6L,INTS13,,,,,,,
,,,,,,,,,,,,,,TAF7,RIC8B,,,,,,,
,,,,,,,,,,,,,,TAF9,BABAM1,,,,,,,
,,,,,,,,,,,,,,TAF9B,ALKBH4,,,,,,,
,,,,,,,,,,,,,,TAL1,DNAH9,,,,,,,
,,,,,,,,,,,,,,TASOR,MAP3K20,,,,,,,
,,,,,,,,,,,,,,TATDN1,UBAP1,,,,,,,
,,,,,,,,,,,,,,TATDN2,SENP1,,,,,,,
,,,,,,,,,,,,,,TATDN3,ACTR3B,,,,,,,
,,,,,,,,,,,,,,TBC1D1,CCDC88C,,,,,,,
,,,,,,,,,,,,,,TBL1X,LARS,,,,,,,
,,,,,,,,,,,,,,TBL1XR1,CC2D2A,,,,,,,
,,,,,,,,,,,,,,TBL1Y,KLHL42,,,,,,,
,,,,,,,,,,,,,,TBL3,HDAC6,,,,,,,
,,,,,,,,,,,,,,TBP,PEF1,,,,,,,
,,,,,,,,,,,,,,TBR1,MALT1,,,,,,,
,,,,,,,,,,,,,,TBRG1,DAXX,,,,,,,
,,,,,,,,,,,,,,TBX1,STK39,,,,,,,
,,,,,,,,,,,,,,TBX10,LRWD1,,,,,,,
,,,,,,,,,,,,,,TBX15,SERGEF,,,,,,,
,,,,,,,,,,,,,,TBX18,LIMD1,,,,,,,
,,,,,,,,,,,,,,TBX19,DDX25,,,,,,,
,,,,,,,,,,,,,,TBX2,SIX4,,,,,,,
,,,,,,,,,,,,,,TBX20,RPS6KA6,,,,,,,
,,,,,,,,,,,,,,TBX21,NOCT,,,,,,,
,,,,,,,,,,,,,,TBX22,JPT1,,,,,,,
,,,,,,,,,,,,,,TBX3,TNIK,,,,,,,
,,,,,,,,,,,,,,TBX4,ZMIZ1,,,,,,,
,,,,,,,,,,,,,,TBX6,MYO6,,,,,,,
,,,,,,,,,,,,,,TBXT,SUFU,,,,,,,
,,,,,,,,,,,,,,TC2N,NDRG2,,,,,,,
,,,,,,,,,,,,,,TCEA1,RABL2B,,,,,,,
,,,,,,,,,,,,,,TCEA2,UNC13A,,,,,,,
,,,,,,,,,,,,,,TCEA3,WASF3,,,,,,,
,,,,,,,,,,,,,,TCEAL1,HDAC5,,,,,,,
,,,,,,,,,,,,,,TCEAL2,AKT3,,,,,,,
,,,,,,,,,,,,,,TCEAL3,STK38L,,,,,,,
,,,,,,,,,,,,,,TCEAL4,EPB41L3,,,,,,,
,,,,,,,,,,,,,,TCEAL5,EPB41L3,,,,,,,
,,,,,,,,,,,,,,TCEAL6,CIAO2B,,,,,,,
,,,,,,,,,,,,,,TCEAL7,SH3BP1,,,,,,,
,,,,,,,,,,,,,,TCEAL8,WNK2,,,,,,,
,,,,,,,,,,,,,,TCEAL9,RWDD3,,,,,,,
,,,,,,,,,,,,,,TCEANC2,DCAF1,,,,,,,
,,,,,,,,,,,,,,TCERG1,DAAM1,,,,,,,
,,,,,,,,,,,,,,TCF12,CEP170B,,,,,,,
,,,,,,,,,,,,,,TCF15,TRAF6,,,,,,,
,,,,,,,,,,,,,,TCF19,CTDP1,,,,,,,
,,,,,,,,,,,,,,TCF20,HCFC2,,,,,,,
,,,,,,,,,,,,,,TCF21,NCOA3,,,,,,,
,,,,,,,,,,,,,,TCF23,MAP3K4,,,,,,,
,,,,,,,,,,,,,,TCF24,NUP155,,,,,,,
,,,,,,,,,,,,,,TCF3,NUP214,,,,,,,
,,,,,,,,,,,,,,TCF4,NUP214,,,,,,,
,,,,,,,,,,,,,,TCF7,NUP62,,,,,,,
,,,,,,,,,,,,,,TCF7L1,RANBP2,,,,,,,
,,,,,,,,,,,,,,TCF7L2,NUP107,,,,,,,
,,,,,,,,,,,,,,TCFL5,SUMO1,,,,,,,
,,,,,,,,,,,,,,TCOF1,NUP58,,,,,,,
,,,,,,,,,,,,,,TCP10L,NUP85,,,,,,,
,,,,,,,,,,,,,,TDG,RANGAP1,,,,,,,
,,,,,,,,,,,,,,TEAD1,CHD1,,,,,,,
,,,,,,,,,,,,,,TEAD2,BIRC5,,,,,,,
,,,,,,,,,,,,,,TEAD3,AKAP8,,,,,,,
,,,,,,,,,,,,,,TEAD4,ATF2,,,,,,,
,,,,,,,,,,,,,,TEF,BMI1,,,,,,,
,,,,,,,,,,,,,,TEN1,BRPF1,,,,,,,
,,,,,,,,,,,,,,TEP1,ADAR,,,,,,,
,,,,,,,,,,,,,,TERB1,SRSF3,,,,,,,
,,,,,,,,,,,,,,TERB2,XPC,,,,,,,
,,,,,,,,,,,,,,TERF2,DHX9,,,,,,,
,,,,,,,,,,,,,,TESK2,RNPS1,,,,,,,
,,,,,,,,,,,,,,TET1,NCBP3,,,,,,,
,,,,,,,,,,,,,,TEX55,TMEM201,,,,,,,
,,,,,,,,,,,,,,TFAP2A,SPOUT1,,,,,,,
,,,,,,,,,,,,,,TFAP2B,JADE1,,,,,,,
,,,,,,,,,,,,,,TFAP2C,POGZ,,,,,,,
,,,,,,,,,,,,,,TFAP2D,RAI1,,,,,,,
,,,,,,,,,,,,,,TFAP2E,KIF18B,,,,,,,
,,,,,,,,,,,,,,TFAP4,RBM45,,,,,,,
,,,,,,,,,,,,,,TFCP2,AHCTF1,,,,,,,
,,,,,,,,,,,,,,TFCP2L1,KHSRP,,,,,,,
,,,,,,,,,,,,,,TFDP2,RBM14,,,,,,,
,,,,,,,,,,,,,,TFE3,PNN,,,,,,,
,,,,,,,,,,,,,,TFEC,SENP3,,,,,,,
,,,,,,,,,,,,,,TFPT,DMAP1,,,,,,,
,,,,,,,,,,,,,,TGIF1,RBM22,,,,,,,
,,,,,,,,,,,,,,TGIF2,TEX10,,,,,,,
,,,,,,,,,,,,,,TGIF2LX,USP36,,,,,,,
,,,,,,,,,,,,,,TGIF2LY,CASP8AP2,,,,,,,
,,,,,,,,,,,,,,THAP1,STXBP3,,,,,,,
,,,,,,,,,,,,,,THAP5,FZD6,,,,,,,
,,,,,,,,,,,,,,THAP7,PALM,,,,,,,
,,,,,,,,,,,,,,THEG,AP2A2,,,,,,,
,,,,,,,,,,,,,,THOC2,EPN2,,,,,,,
,,,,,,,,,,,,,,THOC3,NRAS,,,,,,,
,,,,,,,,,,,,,,THOC6,KRAS,,,,,,,
,,,,,,,,,,,,,,THRAP3,ALDOA,,,,,,,
,,,,,,,,,,,,,,THRB,FYN,,,,,,,
,,,,,,,,,,,,,,THYN1,FYN,,,,,,,
,,,,,,,,,,,,,,TIAF1,YES1,,,,,,,
,,,,,,,,,,,,,,TICRR,RRAS,,,,,,,
,,,,,,,,,,,,,,TIGD1,PTPN3,,,,,,,
,,,,,,,,,,,,,,TIGD2,GNA11,,,,,,,
,,,,,,,,,,,,,,TIGD3,NF2,,,,,,,
,,,,,,,,,,,,,,TIGD4,PIP4K2A,,,,,,,
,,,,,,,,,,,,,,TIGD5,MARCKSL1,,,,,,,
,,,,,,,,,,,,,,TIGD6,NUMB,,,,,,,
,,,,,,,,,,,,,,TIGD7,VCP,,,,,,,
,,,,,,,,,,,,,,TIMELESS,RHOA,,,,,,,
,,,,,,,,,,,,,,TINF2,RRAS2,,,,,,,
,,,,,,,,,,,,,,TIPARP,NCS1,,,,,,,
,,,,,,,,,,,,,,TLE1,GNB2,,,,,,,
,,,,,,,,,,,,,,TLE2,RAC1,,,,,,,
,,,,,,,,,,,,,,TLE3,PPP3R1,,,,,,,
,,,,,,,,,,,,,,TLE4,PIP4K2B,,,,,,,
,,,,,,,,,,,,,,TLE5,ATP7A,,,,,,,
,,,,,,,,,,,,,,TLK1,PPP3CA,,,,,,,
,,,,,,,,,,,,,,TLX1,PPP3CA,,,,,,,
,,,,,,,,,,,,,,TLX2,FCHO2,,,,,,,
,,,,,,,,,,,,,,TLX3,SNTB2,,,,,,,
,,,,,,,,,,,,,,TMEM120A,COTL1,,,,,,,
,,,,,,,,,,,,,,TMEM120B,ITSN1,,,,,,,
,,,,,,,,,,,,,,TMEM176B,CROCC,,,,,,,
,,,,,,,,,,,,,,TMPO,LLGL2,,,,,,,
,,,,,,,,,,,,,,TMX4,LRRC8D,,,,,,,
,,,,,,,,,,,,,,TNP1,C2CD5,,,,,,,
,,,,,,,,,,,,,,TNP2,SLC26A6,,,,,,,
,,,,,,,,,,,,,,TOE1,EPB41L1,,,,,,,
,,,,,,,,,,,,,,TOP1,EPB41L5,,,,,,,
,,,,,,,,,,,,,,TOPORS,SH3BP4,,,,,,,
,,,,,,,,,,,,,,TOR1AIP1,GNG12,,,,,,,
,,,,,,,,,,,,,,TOX,TBC1D24,,,,,,,
,,,,,,,,,,,,,,TOX2,PTP4A1,,,,,,,
,,,,,,,,,,,,,,TOX3,RMND5A,,,,,,,
,,,,,,,,,,,,,,TOX4,PSMD11,,,,,,,
,,,,,,,,,,,,,,TP53BP1,PSMA7,,,,,,,
,,,,,,,,,,,,,,TP63,PSMD10,,,,,,,
,,,,,,,,,,,,,,TPRX1,PSMG1,,,,,,,
,,,,,,,,,,,,,,TRA2A,PSMB1,,,,,,,
,,,,,,,,,,,,,,TRA2B,PSMA1,,,,,,,
,,,,,,,,,,,,,,TRERF1,PSMA2,,,,,,,
,,,,,,,,,,,,,,TREX2,PSMA4,,,,,,,
,,,,,,,,,,,,,,TRIB3,PSMA5,,,,,,,
,,,,,,,,,,,,,,TRIM28,PSMB6,,,,,,,
,,,,,,,,,,,,,,TRIM33,PSMB5,,,,,,,
,,,,,,,,,,,,,,TRIM66,PSMC4,,,,,,,
,,,,,,,,,,,,,,TRIP12,PSMB3,,,,,,,
,,,,,,,,,,,,,,TRMT10A,PSMB2,,,,,,,
,,,,,,,,,,,,,,TRMT6,PSMA6,,,,,,,
,,,,,,,,,,,,,,TRMT61A,PSME3,,,,,,,
,,,,,,,,,,,,,,TRNP1,PSMC1,,,,,,,
,,,,,,,,,,,,,,TRPS1,PSMC6,,,,,,,
,,,,,,,,,,,,,,TRRAP,PSME4,,,,,,,
,,,,,,,,,,,,,,TSC22D4,PSMB7,,,,,,,
,,,,,,,,,,,,,,TSEN15,RPSA,,,,,,,
,,,,,,,,,,,,,,TSEN2,RPS3,,,,,,,
,,,,,,,,,,,,,,TSEN34,RPL9,,,,,,,
,,,,,,,,,,,,,,TSEN54,RPL22,,,,,,,
,,,,,,,,,,,,,,TSHZ1,RPL3,,,,,,,
,,,,,,,,,,,,,,TSHZ2,RPL5,,,,,,,
,,,,,,,,,,,,,,TSHZ3,RPL28,,,,,,,
,,,,,,,,,,,,,,TSPYL1,RPS10,,,,,,,
,,,,,,,,,,,,,,TSR1,RPL14,,,,,,,
,,,,,,,,,,,,,,TTF1,RPS3A,,,,,,,
,,,,,,,,,,,,,,TUT1,RPL26,,,,,,,
,,,,,,,,,,,,,,TWIST1,RPS7,,,,,,,
,,,,,,,,,,,,,,TWISTNB,RPS8,,,,,,,
,,,,,,,,,,,,,,TXNL4A,RPS23,,,,,,,
,,,,,,,,,,,,,,TXNL4B,RPL7A,,,,,,,
,,,,,,,,,,,,,,U2AF1,RPS28,,,,,,,
,,,,,,,,,,,,,,U2AF1L5,RPL11,,,,,,,
,,,,,,,,,,,,,,U2AF2,RPS27A,,,,,,,
,,,,,,,,,,,,,,U2SURP,RPL38,,,,,,,
,,,,,,,,,,,,,,UBE2E1,RPS21,,,,,,,
,,,,,,,,,,,,,,UBE2QL1,RPL18A,,,,,,,
,,,,,,,,,,,,,,UBE2T,RPS6KA1,,,,,,,
,,,,,,,,,,,,,,UBE2V1,HSPA12A,,,,,,,
,,,,,,,,,,,,,,UBE2W,MPDZ,,,,,,,
,,,,,,,,,,,,,,UBE3C,UTRN,,,,,,,
,,,,,,,,,,,,,,UBLCP1,MYCBP2,,,,,,,
,,,,,,,,,,,,,,UBN1,LTN1,,,,,,,
,,,,,,,,,,,,,,UBOX5,NEFL,,,,,,,
,,,,,,,,,,,,,,UBP1,GEMIN4,,,,,,,
,,,,,,,,,,,,,,UBR2,LSM6,,,,,,,
,,,,,,,,,,,,,,UBR5,VAMP2,,,,,,,
,,,,,,,,,,,,,,UBTF,LRP1,,,,,,,
,,,,,,,,,,,,,,UBTFL6,SND1,,,,,,,
,,,,,,,,,,,,,,UBXN7,SLC9B2,,,,,,,
,,,,,,,,,,,,,,UHMK1,RB1CC1,,,,,,,
,,,,,,,,,,,,,,UHRF1,STUB1,,,,,,,
,,,,,,,,,,,,,,UHRF2,LBR,,,,,,,
,,,,,,,,,,,,,,UIMC1,TLN2,,,,,,,
,,,,,,,,,,,,,,UNCX,SH3PXD2B,,,,,,,
,,,,,,,,,,,,,,URB1,CNOT1,,,,,,,
,,,,,,,,,,,,,,URB2,IPO5,,,,,,,
,,,,,,,,,,,,,,USB1,KPNA3,,,,,,,
,,,,,,,,,,,,,,USF1,PIR,,,,,,,
,,,,,,,,,,,,,,USF2,GAK,,,,,,,
,,,,,,,,,,,,,,USF3,HNRNPDL,,,,,,,
,,,,,,,,,,,,,,USP1,SEC16A,,,,,,,
,,,,,,,,,,,,,,USP16,SYNCRIP,,,,,,,
,,,,,,,,,,,,,,USP22,SYNCRIP,,,,,,,
,,,,,,,,,,,,,,USP26,CNOT3,,,,,,,
,,,,,,,,,,,,,,USP28,ANKRD17,,,,,,,
,,,,,,,,,,,,,,USP3,CDC45,,,,,,,
,,,,,,,,,,,,,,USP39,SF3B1,,,,,,,
,,,,,,,,,,,,,,USP44,SEC24D,,,,,,,
,,,,,,,,,,,,,,USP49,SEC31A,,,,,,,
,,,,,,,,,,,,,,USPL1,SEC24B,,,,,,,
,,,,,,,,,,,,,,UTF1,HSPA4L,,,,,,,
,,,,,,,,,,,,,,UTP11,HMGN2,,,,,,,
,,,,,,,,,,,,,,UTP14A,EIF4E,,,,,,,
,,,,,,,,,,,,,,UTP14C,NPM1,,,,,,,
,,,,,,,,,,,,,,UTP15,TUBB,,,,,,,
,,,,,,,,,,,,,,UTP18,CLTA,,,,,,,
,,,,,,,,,,,,,,UTP20,POLA1,,,,,,,
,,,,,,,,,,,,,,UTP23,TXN,,,,,,,
,,,,,,,,,,,,,,UTP3,ESD,,,,,,,
,,,,,,,,,,,,,,UTP4,CDK11B,,,,,,,
,,,,,,,,,,,,,,UTP6,SFPQ,,,,,,,
,,,,,,,,,,,,,,UTY,TUBG1,,,,,,,
,,,,,,,,,,,,,,VAX1,SP100,,,,,,,
,,,,,,,,,,,,,,VAX2,DDX6,,,,,,,
,,,,,,,,,,,,,,VENTX,MAP4,,,,,,,
,,,,,,,,,,,,,,VEZF1,TPP2,,,,,,,
,,,,,,,,,,,,,,VGLL1,MCM5,,,,,,,
,,,,,,,,,,,,,,VGLL2,ANP32A,,,,,,,
,,,,,,,,,,,,,,VGLL3,NAA10,,,,,,,
,,,,,,,,,,,,,,VGLL4,PLA2G4A,,,,,,,
,,,,,,,,,,,,,,VPS72,RBM25,,,,,,,
,,,,,,,,,,,,,,VRK3,CDK9,,,,,,,
,,,,,,,,,,,,,,VSX1,HCFC1,,,,,,,
,,,,,,,,,,,,,,VSX2,MAP2K6,,,,,,,
,,,,,,,,,,,,,,WAC,CSE1L,,,,,,,
,,,,,,,,,,,,,,WBP4,UBE2N,,,,,,,
,,,,,,,,,,,,,,WDHD1,HNRNPK,,,,,,,
,,,,,,,,,,,,,,WDR12,UBE2I,,,,,,,
,,,,,,,,,,,,,,WDR13,PSPH,,,,,,,
,,,,,,,,,,,,,,WDR3,TIAL1,,,,,,,
,,,,,,,,,,,,,,WDR33,EXOSC10,,,,,,,
,,,,,,,,,,,,,,WDR36,OTUD4,,,,,,,
,,,,,,,,,,,,,,WDR4,EWSR1,,,,,,,
,,,,,,,,,,,,,,WDR43,FKBP4,,,,,,,
,,,,,,,,,,,,,,WDR46,SRSF1,,,,,,,
,,,,,,,,,,,,,,WDR5,BPTF,,,,,,,
,,,,,,,,,,,,,,WDR74,CDC16,,,,,,,
,,,,,,,,,,,,,,WDR75,EXOSC2,,,,,,,
,,,,,,,,,,,,,,WDR82,HNRNPD,,,,,,,
,,,,,,,,,,,,,,WEE1,HNRNPD,,,,,,,
,,,,,,,,,,,,,,WEE2,HNRNPD,,,,,,,
,,,,,,,,,,,,,,WIZ,UBAP2L,,,,,,,
,,,,,,,,,,,,,,WRAP53,USP10,,,,,,,
,,,,,,,,,,,,,,WRN,PPP2R5D,,,,,,,
,,,,,,,,,,,,,,WWP2,NOLC1,,,,,,,
,,,,,,,,,,,,,,XAB2,SART3,,,,,,,
,,,,,,,,,,,,,,XPA,POLD3,,,,,,,
,,,,,,,,,,,,,,XRCC1,PLEC,,,,,,,
,,,,,,,,,,,,,,XRCC4,PLEC,,,,,,,
,,,,,,,,,,,,,,XRCC5,PCBP1,,,,,,,
,,,,,,,,,,,,,,XRCC6,MAPK14,,,,,,,
,,,,,,,,,,,,,,XRN2,DPYSL2,,,,,,,
,,,,,,,,,,,,,,YAF2,CPSF6,,,,,,,
,,,,,,,,,,,,,,YBEY,PAN3,,,,,,,
,,,,,,,,,,,,,,YEATS2,PCID2,,,,,,,
,,,,,,,,,,,,,,YEATS4,EXOSC6,,,,,,,
,,,,,,,,,,,,,,YJU2,CEP170,,,,,,,
,,,,,,,,,,,,,,YLPM1,TTC21B,,,,,,,
,,,,,,,,,,,,,,YPEL1,HUWE1,,,,,,,
,,,,,,,,,,,,,,YPEL2,PABPN1,,,,,,,
,,,,,,,,,,,,,,YPEL3,SMG6,,,,,,,
,,,,,,,,,,,,,,YPEL4,DTX2,,,,,,,
,,,,,,,,,,,,,,YTHDC1,VPS36,,,,,,,
,,,,,,,,,,,,,,YY1,RTTN,,,,,,,
,,,,,,,,,,,,,,YY2,CCAR1,,,,,,,
,,,,,,,,,,,,,,ZBED1,KLHL7,,,,,,,
,,,,,,,,,,,,,,ZBED6,DHX37,,,,,,,
,,,,,,,,,,,,,,ZBTB1,RAVER1,,,,,,,
,,,,,,,,,,,,,,ZBTB10,TRMT2A,,,,,,,
,,,,,,,,,,,,,,ZBTB11,SPATA5,,,,,,,
,,,,,,,,,,,,,,ZBTB12,ABCF1,,,,,,,
,,,,,,,,,,,,,,ZBTB14,WDR19,,,,,,,
,,,,,,,,,,,,,,ZBTB16,TRUB1,,,,,,,
,,,,,,,,,,,,,,ZBTB17,PSPC1,,,,,,,
,,,,,,,,,,,,,,ZBTB18,STMN2,,,,,,,
,,,,,,,,,,,,,,ZBTB2,EXOSC8,,,,,,,
,,,,,,,,,,,,,,ZBTB20,TUBGCP3,,,,,,,
,,,,,,,,,,,,,,ZBTB21,CNOT6L,,,,,,,
,,,,,,,,,,,,,,ZBTB22,FAM193B,,,,,,,
,,,,,,,,,,,,,,ZBTB24,TUBGCP6,,,,,,,
,,,,,,,,,,,,,,ZBTB25,IFT140,,,,,,,
,,,,,,,,,,,,,,ZBTB26,BAG1,,,,,,,
,,,,,,,,,,,,,,ZBTB3,TUBGCP2,,,,,,,
,,,,,,,,,,,,,,ZBTB32,DIDO1,,,,,,,
,,,,,,,,,,,,,,ZBTB34,NAA15,,,,,,,
,,,,,,,,,,,,,,ZBTB37,SRRT,,,,,,,
,,,,,,,,,,,,,,ZBTB38,NAA50,,,,,,,
,,,,,,,,,,,,,,ZBTB39,UPF3A,,,,,,,
,,,,,,,,,,,,,,ZBTB4,DOCK5,,,,,,,
,,,,,,,,,,,,,,ZBTB40,TDRD3,,,,,,,
,,,,,,,,,,,,,,ZBTB41,MOV10,,,,,,,
,,,,,,,,,,,,,,ZBTB43,EXOSC4,,,,,,,
,,,,,,,,,,,,,,ZBTB44,DCP1A,,,,,,,
,,,,,,,,,,,,,,ZBTB45,EXOSC5,,,,,,,
,,,,,,,,,,,,,,ZBTB46,DIAPH3,,,,,,,
,,,,,,,,,,,,,,ZBTB47,MDN1,,,,,,,
,,,,,,,,,,,,,,ZBTB48,BCLAF1,,,,,,,
,,,,,,,,,,,,,,ZBTB5,SACS,,,,,,,
,,,,,,,,,,,,,,ZBTB6,CNOT2,,,,,,,
,,,,,,,,,,,,,,ZBTB7A,IBTK,,,,,,,
,,,,,,,,,,,,,,ZBTB7B,SWAP70,,,,,,,
,,,,,,,,,,,,,,ZBTB8A,CNOT11,,,,,,,
,,,,,,,,,,,,,,ZBTB8B,ZNF346,,,,,,,
,,,,,,,,,,,,,,ZBTB9,TNRC6B,,,,,,,
,,,,,,,,,,,,,,ZC3H10,DIS3,,,,,,,
,,,,,,,,,,,,,,ZC3H13,SUGT1,,,,,,,
,,,,,,,,,,,,,,ZC3H18,EXOSC1,,,,,,,
,,,,,,,,,,,,,,ZC3H3,HBS1L,,,,,,,
,,,,,,,,,,,,,,ZC3H7A,FHOD1,,,,,,,
,,,,,,,,,,,,,,ZC3H7B,FHIT,,,,,,,
,,,,,,,,,,,,,,ZC3H8,BID,,,,,,,
,,,,,,,,,,,,,,ZC3HC1,SLC30A9,,,,,,,
,,,,,,,,,,,,,,ZCCHC17,PUS1,,,,,,,
,,,,,,,,,,,,,,ZCCHC7,AIFM1,,,,,,,
,,,,,,,,,,,,,,ZCCHC8,PHB,,,,,,,
,,,,,,,,,,,,,,ZCCHC9,PGAM5,,,,,,,
,,,,,,,,,,,,,,ZCRB1,GK,,,,,,,
,,,,,,,,,,,,,,ZEB1,C1QBP,,,,,,,
,,,,,,,,,,,,,,ZEB2,PYCR2,,,,,,,
,,,,,,,,,,,,,,ZFC3H1,MYO9A,,,,,,,
,,,,,,,,,,,,,,ZFHX2,IGF2BP3,,,,,,,
,,,,,,,,,,,,,,ZFHX4,TRIM24,,,,,,,
,,,,,,,,,,,,,,ZFP1,CTIF,,,,,,,
,,,,,,,,,,,,,,ZFP14,TBC1D4,,,,,,,
,,,,,,,,,,,,,,ZFP2,DFFB,,,,,,,
,,,,,,,,,,,,,,ZFP28,LRIG2,,,,,,,
,,,,,,,,,,,,,,ZFP3,CAPN1,,,,,,,
,,,,,,,,,,,,,,ZFP30,UCHL1,,,,,,,
,,,,,,,,,,,,,,ZFP37,GLI3,,,,,,,
,,,,,,,,,,,,,,ZFP41,GLUL,,,,,,,
,,,,,,,,,,,,,,ZFP42,F8A1,,,,,,,
,,,,,,,,,,,,,,ZFP57,SNCA,,,,,,,
,,,,,,,,,,,,,,ZFP62,IARS,,,,,,,
,,,,,,,,,,,,,,ZFP64,HTT,,,,,,,
,,,,,,,,,,,,,,ZFP69,NASP,,,,,,,
,,,,,,,,,,,,,,ZFP69B,NEK3,,,,,,,
,,,,,,,,,,,,,,ZFP82,RAP1GDS1,,,,,,,
,,,,,,,,,,,,,,ZFP90,ANK2,,,,,,,
,,,,,,,,,,,,,,ZFP91,PTPN13,,,,,,,
,,,,,,,,,,,,,,ZFP92,ANK3,,,,,,,
,,,,,,,,,,,,,,ZFPM1,CTBP1,,,,,,,
,,,,,,,,,,,,,,ZFPM2,MPP2,,,,,,,
,,,,,,,,,,,,,,ZFX,SLBP,,,,,,,
,,,,,,,,,,,,,,ZFY,KARS1,,,,,,,
,,,,,,,,,,,,,,ZGLP1,AMER1,,,,,,,
,,,,,,,,,,,,,,ZGPAT,YOD1,,,,,,,
,,,,,,,,,,,,,,ZHX1,E4F1,,,,,,,
,,,,,,,,,,,,,,ZHX2,INTS5,,,,,,,
,,,,,,,,,,,,,,ZHX3,ZC3H14,,,,,,,
,,,,,,,,,,,,,,ZIC4,SAMD1,,,,,,,
,,,,,,,,,,,,,,ZIC5,LIN28B,,,,,,,
,,,,,,,,,,,,,,ZIK1,WAPL,,,,,,,
,,,,,,,,,,,,,,ZIM2,USP48,,,,,,,
,,,,,,,,,,,,,,ZIM3,USP48,,,,,,,
,,,,,,,,,,,,,,ZKSCAN1,DGKH,,,,,,,
,,,,,,,,,,,,,,ZKSCAN2,DNAH10,,,,,,,
,,,,,,,,,,,,,,ZKSCAN4,SPART,,,,,,,
,,,,,,,,,,,,,,ZKSCAN5,MIER1,,,,,,,
,,,,,,,,,,,,,,ZKSCAN7,ZNF687,,,,,,,
,,,,,,,,,,,,,,ZKSCAN8,FBXO22,,,,,,,
,,,,,,,,,,,,,,ZMAT1,SYNE1,,,,,,,
,,,,,,,,,,,,,,ZMAT2,NBEA,,,,,,,
,,,,,,,,,,,,,,ZMAT3,TDRD7,,,,,,,
,,,,,,,,,,,,,,ZMAT4,KBTBD7,,,,,,,
,,,,,,,,,,,,,,ZMAT5,CNOT9,,,,,,,
,,,,,,,,,,,,,,ZMIZ2,GCN1,,,,,,,
,,,,,,,,,,,,,,ZMYM1,FBXW7,,,,,,,
,,,,,,,,,,,,,,ZMYM2,TTC28,,,,,,,
,,,,,,,,,,,,,,ZMYM3,RAB39B,,,,,,,
,,,,,,,,,,,,,,ZMYM5,TONSL,,,,,,,
,,,,,,,,,,,,,,ZMYM6,INPP4A,,,,,,,
,,,,,,,,,,,,,,ZMYND11,NEK1,,,,,,,
,,,,,,,,,,,,,,ZNF10,MPHOSPH6,,,,,,,
,,,,,,,,,,,,,,ZNF100,SEPTIN5,,,,,,,
,,,,,,,,,,,,,,ZNF101,CDK19,,,,,,,
,,,,,,,,,,,,,,ZNF106,TRIM9,,,,,,,
,,,,,,,,,,,,,,ZNF107,FTO,,,,,,,
,,,,,,,,,,,,,,ZNF112,INTS2,,,,,,,
,,,,,,,,,,,,,,ZNF114,RANBP17,,,,,,,
,,,,,,,,,,,,,,ZNF117,SMYD3,,,,,,,
,,,,,,,,,,,,,,ZNF12,JPT2,,,,,,,
,,,,,,,,,,,,,,ZNF121,RNF146,,,,,,,
,,,,,,,,,,,,,,ZNF124,TDP1,,,,,,,
,,,,,,,,,,,,,,ZNF131,SEPTIN11,,,,,,,
,,,,,,,,,,,,,,ZNF132,PPP4R2,,,,,,,
